,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1hour_ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near_bay,ocean_proximity_near_ocean
13164,13164,-121.38,36.84,6.0,3769,669,2061,648,4.1875,217600.0,0,1,0,0,0
13165,13165,-121.37,36.84,11.0,1996,382,1023,358,3.5714,243000.0,0,1,0,0,0
13166,13166,-121.38,36.84,17.0,2625,512,1487,481,3.6354,221200.0,0,1,0,0,0
13167,13167,-121.37,36.83,14.0,3658,612,1951,600,4.76,216000.0,0,1,0,0,0
13168,13168,-121.4,36.83,11.0,3701,739,1749,654,3.067,207900.0,0,1,0,0,0
13169,13169,-121.44,36.84,7.0,1644,338,1143,331,4.005,180400.0,0,1,0,0,0
13170,13170,-121.42,36.85,7.0,1626,325,677,304,2.3125,170800.0,0,1,0,0,0
13171,13171,-121.32,36.79,30.0,516,90,288,95,3.6333,202500.0,0,1,0,0,0
13172,13172,-121.36,36.81,7.0,4609,741,1660,720,5.0871,290500.0,0,1,0,0,0
13173,13173,-121.34,36.76,15.0,2638,429,1289,357,4.1528,336800.0,0,1,0,0,0
13174,13174,-121.06,36.72,23.0,395,70,166,52,2.2132,100000.0,0,1,0,0,0
13175,13175,-120.95,36.47,52.0,1691,301,618,239,3.2292,225000.0,1,0,0,0,0
13176,13176,-117.75,34.01,4.0,22128,3522,10450,3258,6.1287,289600.0,1,0,0,0,0
13177,13177,-117.78,33.97,2.0,556,63,179,54,8.4411,500001.0,1,0,0,0,0
13178,13178,-117.72,33.99,14.0,5622,861,3108,821,5.7763,206700.0,0,1,0,0,0
13179,13179,-117.76,33.98,3.0,9662,1385,2497,856,6.7172,292400.0,1,0,0,0,0
13180,13180,-117.74,33.97,4.0,9755,1748,4662,1583,5.6501,254900.0,1,0,0,0,0
13181,13181,-117.72,33.97,16.0,13290,2062,6931,2023,5.228,187800.0,1,0,0,0,0
13182,13182,-117.71,33.97,10.0,10856,2278,6474,2199,3.851,137200.0,0,1,0,0,0
13183,13183,-117.7,33.92,4.0,8301,1333,3941,1236,6.2141,252200.0,1,0,0,0,0
13184,13184,-117.75,33.95,13.0,984,127,364,119,7.5839,426900.0,1,0,0,0,0
13185,13185,-117.76,33.94,40.0,1092,213,457,190,5.1165,184200.0,1,0,0,0,0
13186,13186,-117.69,34.09,28.0,1437,295,724,262,2.725,140200.0,0,1,0,0,0
13187,13187,-117.7,34.08,10.0,1979,454,1117,389,3.7802,107300.0,0,1,0,0,0
13188,13188,-117.7,34.09,25.0,1719,331,1098,324,3.625,121800.0,0,1,0,0,0
13189,13189,-117.71,34.08,29.0,1276,283,1216,316,2.5972,134300.0,0,1,0,0,0
13190,13190,-117.71,34.07,31.0,1840,380,1187,357,3.8875,129200.0,0,1,0,0,0
13191,13191,-117.69,34.08,30.0,4255,773,2129,730,4.5185,142500.0,0,1,0,0,0
13192,13192,-117.69,34.07,35.0,3222,559,1970,550,3.7083,131000.0,0,1,0,0,0
13193,13193,-117.69,34.07,34.0,4055,739,2470,753,3.8586,136000.0,0,1,0,0,0
13194,13194,-117.69,34.08,14.0,4136,886,2026,788,3.2344,128200.0,0,1,0,0,0
13195,13195,-117.71,34.07,24.0,1948,362,1286,364,3.6,139300.0,0,1,0,0,0
13196,13196,-117.7,34.08,33.0,4674,791,2769,784,4.1448,137300.0,0,1,0,0,0
13197,13197,-117.7,34.07,33.0,1552,288,1326,303,3.7969,128400.0,0,1,0,0,0
13198,13198,-117.69,34.06,29.0,873,226,649,198,2.7986,114400.0,0,1,0,0,0
13199,13199,-117.69,34.06,25.0,1881,433,1337,417,2.5536,144000.0,0,1,0,0,0
13200,13200,-117.7,34.06,25.0,2054,609,2271,564,2.3049,150000.0,0,1,0,0,0
13201,13201,-117.7,34.06,7.0,732,145,431,132,2.9107,95300.0,0,1,0,0,0
13202,13202,-117.71,34.06,27.0,2127,628,1970,534,1.4722,91300.0,0,1,0,0,0
13203,13203,-117.68,34.05,25.0,1859,463,1070,374,2.5395,187500.0,0,1,0,0,0
13204,13204,-117.69,34.05,10.0,1875,366,1055,363,4.3264,128900.0,0,1,0,0,0
13205,13205,-117.7,34.05,24.0,2834,470,1815,471,4.7357,162500.0,0,1,0,0,0
13206,13206,-117.71,34.06,16.0,1458,295,912,331,3.625,160400.0,0,1,0,0,0
13207,13207,-117.71,34.05,20.0,2281,444,1545,481,2.5735,130500.0,0,1,0,0,0
13208,13208,-117.72,34.05,31.0,2220,526,1662,472,2.7321,104300.0,0,1,0,0,0
13209,13209,-117.72,34.05,8.0,1841,409,1243,394,4.0614,107000.0,0,1,0,0,0
13210,13210,-117.69,34.04,5.0,4459,896,2028,881,4.0096,182600.0,0,1,0,0,0
13211,13211,-117.7,34.04,13.0,5301,1025,2870,984,3.5954,163000.0,0,1,0,0,0
13212,13212,-117.71,34.04,20.0,1950,310,1054,312,4.625,222100.0,0,1,0,0,0
13213,13213,-117.71,34.04,17.0,4098,733,1859,713,2.9811,231800.0,0,1,0,0,0
13214,13214,-117.72,34.03,17.0,2902,476,1652,479,5.6029,161800.0,0,1,0,0,0
13215,13215,-117.72,34.02,17.0,1781,262,860,256,6.5958,236800.0,0,1,0,0,0
13216,13216,-117.73,34.01,36.0,2340,392,1213,388,4.125,213000.0,0,1,0,0,0
13217,13217,-117.72,34.0,15.0,4363,690,2410,666,5.4824,179700.0,0,1,0,0,0
13218,13218,-117.68,34.0,5.0,3761,580,2335,648,5.7338,225400.0,0,1,0,0,0
13219,13219,-117.69,34.0,28.0,707,154,561,129,2.5781,111600.0,0,1,0,0,0
13220,13220,-117.7,34.0,15.0,4905,711,2711,762,5.7021,193100.0,0,1,0,0,0
13221,13221,-117.71,34.02,17.0,12689,2426,7343,2230,3.6361,157700.0,0,1,0,0,0
13222,13222,-117.71,34.03,11.0,3467,749,2163,676,3.4267,164400.0,0,1,0,0,0
13223,13223,-117.67,34.03,20.0,8561,1411,4861,1450,4.7056,165500.0,0,1,0,0,0
13224,13224,-117.68,34.03,16.0,2859,668,1946,591,3.0396,124300.0,0,1,0,0,0
13225,13225,-117.69,34.03,20.0,6374,1412,3690,1350,3.4184,162500.0,0,1,0,0,0
13226,13226,-117.68,34.01,20.0,7326,1555,5718,1538,3.2073,123500.0,0,1,0,0,0
13227,13227,-117.69,34.01,30.0,2598,573,2170,518,2.3,95600.0,0,1,0,0,0
13228,13228,-117.68,34.15,24.0,1033,189,486,204,4.1719,213500.0,0,1,0,0,0
13229,13229,-117.66,34.15,25.0,3430,485,1284,438,8.5282,360100.0,0,1,0,0,0
13230,13230,-117.64,34.15,16.0,2896,404,1165,379,6.4559,392900.0,0,1,0,0,0
13231,13231,-117.68,34.15,4.0,4082,578,1996,580,6.7813,286300.0,0,1,0,0,0
13232,13232,-117.68,34.14,4.0,4791,695,1871,659,6.9532,277000.0,0,1,0,0,0
13233,13233,-117.66,34.14,11.0,3628,469,1488,463,7.0844,325000.0,0,1,0,0,0
13234,13234,-117.66,34.14,8.0,1692,253,857,251,6.9418,310500.0,0,1,0,0,0
13235,13235,-117.66,34.15,20.0,2524,311,965,285,8.0103,395500.0,0,1,0,0,0
13236,13236,-117.65,34.14,16.0,2196,287,949,289,8.6573,354000.0,0,1,0,0,0
13237,13237,-117.69,34.13,8.0,2915,371,1271,354,7.9627,345400.0,0,1,0,0,0
13238,13238,-117.67,34.13,10.0,2846,362,1221,355,7.7234,304100.0,0,1,0,0,0
13239,13239,-117.66,34.13,17.0,3229,405,1289,407,6.3842,307100.0,0,1,0,0,0
13240,13240,-117.67,34.12,15.0,3162,495,1145,473,5.3525,191700.0,0,1,0,0,0
13241,13241,-117.66,34.13,19.0,3995,554,1523,509,6.075,254100.0,0,1,0,0,0
13242,13242,-117.66,34.12,22.0,2272,278,933,305,8.8204,390500.0,0,1,0,0,0
13243,13243,-117.65,34.14,9.0,3877,490,1815,490,8.4839,406700.0,0,1,0,0,0
13244,13244,-117.65,34.13,24.0,2121,296,913,302,5.9328,255900.0,0,1,0,0,0
13245,13245,-117.65,34.12,17.0,3006,427,1291,406,6.2083,242700.0,0,1,0,0,0
13246,13246,-117.63,34.12,4.0,4323,775,1479,663,6.0758,226800.0,0,1,0,0,0
13247,13247,-117.64,34.12,18.0,3605,534,1682,480,5.8407,202900.0,0,1,0,0,0
13248,13248,-117.65,34.11,29.0,2927,634,1710,623,3.6219,176600.0,0,1,0,0,0
13249,13249,-117.64,34.11,16.0,2129,420,932,379,2.5868,146900.0,0,1,0,0,0
13250,13250,-117.63,34.11,30.0,2674,428,1404,456,4.2969,165600.0,0,1,0,0,0
13251,13251,-117.69,34.11,16.0,2427,522,794,491,2.6929,119300.0,0,1,0,0,0
13252,13252,-117.68,34.12,16.0,2181,321,1133,350,5.7214,259400.0,0,1,0,0,0
13253,13253,-117.68,34.11,16.0,3190,471,1414,464,5.5292,208600.0,0,1,0,0,0
13254,13254,-117.66,34.12,16.0,3853,541,1726,497,6.1195,251100.0,0,1,0,0,0
13255,13255,-117.66,34.11,19.0,3445,661,1635,580,5.0681,230500.0,0,1,0,0,0
13256,13256,-117.65,34.12,27.0,2298,340,1071,369,6.5587,239000.0,0,1,0,0,0
13257,13257,-117.65,34.11,28.0,2788,370,1140,385,5.3368,233500.0,0,1,0,0,0
13258,13258,-117.69,34.1,17.0,3759,1035,1722,847,2.6074,137500.0,0,1,0,0,0
13259,13259,-117.68,34.1,11.0,7392,1796,3841,1621,2.8326,163000.0,0,1,0,0,0
13260,13260,-117.67,34.1,28.0,1263,248,601,219,3.875,174000.0,0,1,0,0,0
13261,13261,-117.67,34.1,19.0,2969,605,1326,573,4.3438,155700.0,0,1,0,0,0
13262,13262,-117.65,34.1,19.0,1688,365,622,322,3.6,136400.0,0,1,0,0,0
13263,13263,-117.66,34.1,37.0,1971,345,939,358,3.4634,145300.0,0,1,0,0,0
13264,13264,-117.66,34.1,26.0,1855,553,1109,536,2.2429,150000.0,0,1,0,0,0
13265,13265,-117.65,34.1,30.0,1461,341,1014,345,2.4667,106000.0,0,1,0,0,0
13266,13266,-117.68,34.09,22.0,1547,334,773,316,2.9812,148800.0,0,1,0,0,0
13267,13267,-117.67,34.09,17.0,4418,1256,2417,1094,2.7266,101000.0,0,1,0,0,0
13268,13268,-117.66,34.09,26.0,1151,200,593,188,3.6667,166300.0,0,1,0,0,0
13269,13269,-117.66,34.09,20.0,2462,496,1117,458,3.2321,162500.0,0,1,0,0,0
13270,13270,-117.66,34.09,23.0,1426,313,954,319,3.0357,151500.0,0,1,0,0,0
13271,13271,-117.65,34.09,33.0,2446,396,1209,412,4.3958,145600.0,0,1,0,0,0
13272,13272,-117.62,34.13,20.0,3216,516,1655,524,5.1261,158800.0,0,1,0,0,0
13273,13273,-117.62,34.11,17.0,1869,311,831,262,6.148,243900.0,0,1,0,0,0
13274,13274,-117.62,34.11,31.0,2561,414,1204,435,4.4637,192800.0,0,1,0,0,0
13275,13275,-117.63,34.1,15.0,4799,1209,2554,1057,2.6582,122800.0,0,1,0,0,0
13276,13276,-117.63,34.09,8.0,3557,890,2251,765,2.6818,114100.0,0,1,0,0,0
13277,13277,-117.64,34.09,34.0,2839,659,1822,631,3.05,121300.0,0,1,0,0,0
13278,13278,-117.65,34.09,46.0,1214,281,701,294,2.7083,116300.0,0,1,0,0,0
13279,13279,-117.65,34.1,44.0,1526,337,831,326,3.0284,115800.0,0,1,0,0,0
13280,13280,-117.65,34.1,44.0,2808,585,1444,550,2.7159,139300.0,0,1,0,0,0
13281,13281,-117.68,34.08,21.0,5662,1185,3067,1055,3.3482,137300.0,0,1,0,0,0
13282,13282,-117.68,34.08,28.0,2459,492,1230,498,3.0978,137200.0,0,1,0,0,0
13283,13283,-117.67,34.07,29.0,1840,388,1278,368,3.5036,123400.0,0,1,0,0,0
13284,13284,-117.68,34.07,24.0,2626,692,2204,647,1.7806,135000.0,0,1,0,0,0
13285,13285,-117.68,34.07,32.0,1775,314,1067,302,4.0375,121300.0,0,1,0,0,0
13286,13286,-117.65,34.08,35.0,2621,391,1074,391,4.7176,166400.0,0,1,0,0,0
13287,13287,-117.65,34.08,38.0,2750,572,1410,483,3.3836,144900.0,0,1,0,0,0
13288,13288,-117.66,34.07,37.0,2454,511,1165,504,2.9474,139600.0,0,1,0,0,0
13289,13289,-117.66,34.06,24.0,4043,952,2174,859,2.2244,114900.0,0,1,0,0,0
13290,13290,-117.66,34.07,36.0,2072,408,964,395,2.8702,137000.0,0,1,0,0,0
13291,13291,-117.66,34.07,33.0,2081,409,1008,375,2.587,138100.0,0,1,0,0,0
13292,13292,-117.66,34.08,36.0,1485,236,623,261,3.3036,141000.0,0,1,0,0,0
13293,13293,-117.66,34.08,33.0,3659,590,1773,615,3.9227,157200.0,0,1,0,0,0
13294,13294,-117.64,34.08,37.0,2576,468,1284,428,3.3958,130400.0,0,1,0,0,0
13295,13295,-117.64,34.07,43.0,1970,379,1036,391,3.2083,122800.0,0,1,0,0,0
13296,13296,-117.65,34.08,52.0,2264,439,1031,437,3.375,144300.0,0,1,0,0,0
13297,13297,-117.65,34.08,40.0,1609,258,624,242,5.4689,158200.0,0,1,0,0,0
13298,13298,-117.64,34.08,35.0,1254,241,729,253,3.495,118000.0,0,1,0,0,0
13299,13299,-117.64,34.08,33.0,1987,455,1369,475,2.4464,122600.0,0,1,0,0,0
13300,13300,-117.63,34.08,38.0,1810,371,1257,354,3.8355,111700.0,0,1,0,0,0
13301,13301,-117.63,34.07,39.0,2650,511,1537,495,3.4432,106700.0,0,1,0,0,0
13302,13302,-117.62,34.07,15.0,4061,811,2884,734,3.3936,127000.0,0,1,0,0,0
13303,13303,-117.62,34.08,30.0,1372,235,1047,225,3.1597,116300.0,0,1,0,0,0
13304,13304,-117.63,34.09,19.0,3490,816,2818,688,2.8977,126200.0,0,1,0,0,0
13305,13305,-117.62,34.09,26.0,3271,595,2259,566,4.0139,132000.0,0,1,0,0,0
13306,13306,-117.62,34.08,22.0,2626,631,1678,557,3.125,111800.0,0,1,0,0,0
13307,13307,-117.62,34.08,24.0,2801,554,2064,529,4.4946,136000.0,0,1,0,0,0
13308,13308,-117.61,34.08,20.0,3550,736,2229,681,3.0199,128800.0,0,1,0,0,0
13309,13309,-117.61,34.09,23.0,1945,362,1483,383,4.4205,135500.0,0,1,0,0,0
13310,13310,-117.61,34.09,11.0,2000,391,1503,426,4.6167,144000.0,0,1,0,0,0
13311,13311,-117.61,34.08,12.0,4427,537,2400,843,4.7147,158700.0,0,1,0,0,0
13312,13312,-117.6,34.08,15.0,2700,460,1432,449,4.9063,159800.0,0,1,0,0,0
13313,13313,-117.65,34.07,35.0,2501,651,1182,591,1.4464,113200.0,0,1,0,0,0
13314,13314,-117.65,34.07,52.0,1041,252,558,231,1.9236,117200.0,0,1,0,0,0
13315,13315,-117.65,34.06,41.0,465,130,349,138,2.0893,112500.0,0,1,0,0,0
13316,13316,-117.62,34.07,16.0,6009,1599,5110,1389,2.5677,128900.0,0,1,0,0,0
13317,13317,-117.64,34.07,30.0,2787,713,2647,693,2.2765,98100.0,0,1,0,0,0
13318,13318,-117.64,34.07,38.0,2450,544,1823,536,2.837,111200.0,0,1,0,0,0
13319,13319,-117.64,34.07,52.0,1644,372,1269,355,2.6913,108300.0,0,1,0,0,0
13320,13320,-117.67,34.06,26.0,1592,429,1182,365,2.4583,110400.0,0,1,0,0,0
13321,13321,-117.66,34.06,39.0,1405,339,1489,336,1.608,91800.0,0,1,0,0,0
13322,13322,-117.65,34.06,41.0,1171,334,1479,334,2.25,90500.0,0,1,0,0,0
13323,13323,-117.64,34.06,43.0,763,219,851,198,1.7292,79200.0,0,1,0,0,0
13324,13324,-117.64,34.06,50.0,637,143,590,147,1.9659,85700.0,0,1,0,0,0
13325,13325,-117.63,34.06,39.0,1210,310,1294,303,2.3636,88300.0,0,1,0,0,0
13326,13326,-117.66,34.05,36.0,2341,520,2138,523,2.3347,104000.0,0,1,0,0,0
13327,13327,-117.66,34.05,33.0,960,216,831,222,2.5391,108600.0,0,1,0,0,0
13328,13328,-117.66,34.05,6.0,5129,1119,2533,949,3.625,113600.0,0,1,0,0,0
13329,13329,-117.67,34.04,16.0,3260,501,1973,535,4.6563,162000.0,0,1,0,0,0
13330,13330,-117.66,34.04,16.0,2081,348,1332,356,4.7872,147600.0,0,1,0,0,0
13331,13331,-117.66,34.05,14.0,2644,525,2021,511,3.6467,147500.0,0,1,0,0,0
13332,13332,-117.65,34.04,15.0,3393,537,2039,611,3.9336,151000.0,0,1,0,0,0
13333,13333,-117.66,34.04,10.0,3657,695,2079,663,4.2054,159900.0,0,1,0,0,0
13334,13334,-117.67,34.05,6.0,2833,628,1717,589,3.2062,167500.0,0,1,0,0,0
13335,13335,-117.67,34.04,13.0,2295,374,1284,378,5.2551,194300.0,0,1,0,0,0
13336,13336,-117.67,34.04,13.0,1543,537,776,358,3.0598,99700.0,0,1,0,0,0
13337,13337,-117.68,34.04,27.0,574,103,321,103,3.9107,186500.0,0,1,0,0,0
13338,13338,-117.65,34.02,9.0,2107,411,1138,389,4.4042,159100.0,0,1,0,0,0
13339,13339,-117.66,34.03,14.0,2137,345,1151,352,5.753,185500.0,0,1,0,0,0
13340,13340,-117.67,34.02,16.0,3042,524,1516,475,4.8906,178500.0,0,1,0,0,0
13341,13341,-117.66,34.02,11.0,3358,504,1690,482,6.7544,207900.0,0,1,0,0,0
13342,13342,-117.65,34.03,15.0,4420,903,2373,858,3.449,149100.0,0,1,0,0,0
13343,13343,-117.65,34.04,28.0,2360,607,2623,592,2.5048,100000.0,0,1,0,0,0
13344,13344,-117.64,34.05,32.0,1129,251,1378,268,3.0057,96900.0,0,1,0,0,0
13345,13345,-117.64,34.05,27.0,1407,362,1684,350,2.1944,95700.0,0,1,0,0,0
13346,13346,-117.64,34.03,11.0,2050,382,1044,371,4.8281,137000.0,0,1,0,0,0
13347,13347,-117.64,34.04,21.0,1801,507,2556,484,2.4716,102500.0,0,1,0,0,0
13348,13348,-117.64,34.03,10.0,3194,579,2088,549,4.1779,159100.0,0,1,0,0,0
13349,13349,-117.64,34.02,10.0,4887,930,2637,831,4.0611,158000.0,0,1,0,0,0
13350,13350,-117.63,34.02,13.0,4864,729,2780,723,5.6168,175400.0,0,1,0,0,0
13351,13351,-117.62,34.02,9.0,4265,587,2280,589,5.5632,195100.0,0,1,0,0,0
13352,13352,-117.62,34.03,15.0,3942,661,2240,621,4.8311,176000.0,0,1,0,0,0
13353,13353,-117.62,34.02,16.0,2040,325,1207,324,5.0431,164100.0,0,1,0,0,0
13354,13354,-117.61,34.02,15.0,1791,346,1219,328,3.8125,170300.0,0,1,0,0,0
13355,13355,-117.6,34.02,16.0,2103,348,1305,356,5.2849,160400.0,0,1,0,0,0
13356,13356,-117.6,34.03,16.0,1499,232,918,239,5.5677,175400.0,0,1,0,0,0
13357,13357,-117.62,34.05,33.0,883,211,1007,210,2.8281,103600.0,0,1,0,0,0
13358,13358,-117.61,34.04,8.0,4116,766,1785,745,3.1672,150200.0,0,1,0,0,0
13359,13359,-117.66,34.02,12.0,5616,871,3019,782,5.5425,202300.0,0,1,0,0,0
13360,13360,-117.64,34.02,6.0,248,47,119,42,2.125,416700.0,0,1,0,0,0
13361,13361,-117.61,34.01,25.0,352,41,99,34,3.9696,500000.0,0,1,0,0,0
13362,13362,-117.61,34.02,8.0,63,9,25,7,7.7197,275000.0,0,1,0,0,0
13363,13363,-117.64,33.99,29.0,1005,152,513,149,2.4375,181300.0,0,1,0,0,0
13364,13364,-117.66,34.0,5.0,1387,236,855,270,5.411,201100.0,0,1,0,0,0
13365,13365,-117.6,33.98,26.0,1225,199,717,204,2.7284,225000.0,0,1,0,0,0
13366,13366,-117.63,33.94,36.0,447,95,2886,85,4.2578,183300.0,0,1,0,0,0
13367,13367,-117.58,34.0,2.0,7544,1516,2801,1001,4.0037,245200.0,0,1,0,0,0
13368,13368,-117.57,34.15,3.0,12806,2219,4249,1499,5.485,343100.0,0,1,0,0,0
13369,13369,-117.57,34.13,5.0,6135,879,2795,781,5.9369,225200.0,0,1,0,0,0
13370,13370,-117.54,34.12,4.0,17577,2819,7766,2473,5.1333,181800.0,0,1,0,0,0
13371,13371,-117.54,34.11,16.0,2114,374,1463,399,3.9241,131500.0,0,1,0,0,0
13372,13372,-117.51,34.14,21.0,2455,381,1094,327,4.6437,191700.0,0,1,0,0,0
13373,13373,-117.5,34.12,2.0,11965,1802,4436,1296,5.285,191700.0,0,1,0,0,0
13374,13374,-117.51,34.16,2.0,718,98,119,50,4.1,315000.0,0,1,0,0,0
13375,13375,-117.55,34.14,3.0,5710,919,2874,886,5.3638,206300.0,0,1,0,0,0
13376,13376,-117.59,34.16,10.0,9467,1181,3819,1122,7.8252,361400.0,0,1,0,0,0
13377,13377,-117.58,34.14,7.0,11818,1745,5499,1600,5.3678,231700.0,0,1,0,0,0
13378,13378,-117.62,34.15,16.0,13556,1704,5669,1668,6.5138,311500.0,0,1,0,0,0
13379,13379,-117.61,34.14,14.0,15809,2485,7363,2410,5.5198,245600.0,0,1,0,0,0
13380,13380,-117.61,34.13,21.0,8416,1386,4308,1341,4.4611,164600.0,0,1,0,0,0
13381,13381,-117.61,34.12,17.0,6709,1198,3954,1161,4.6997,156900.0,0,1,0,0,0
13382,13382,-117.59,34.13,10.0,20263,3915,9716,3744,3.8505,169600.0,0,1,0,0,0
13383,13383,-117.58,34.11,14.0,11635,2055,6443,2009,4.7547,157600.0,0,1,0,0,0
13384,13384,-117.6,34.11,18.0,6025,1062,3360,1028,4.8889,155700.0,0,1,0,0,0
13385,13385,-117.56,34.12,4.0,6956,1271,3455,1228,4.7193,178700.0,0,1,0,0,0
13386,13386,-117.56,34.12,4.0,5351,1210,2988,1101,3.7973,181300.0,0,1,0,0,0
13387,13387,-117.61,34.1,9.0,18956,4095,10323,3832,3.6033,132600.0,0,1,0,0,0
13388,13388,-117.59,34.1,17.0,3646,1035,1987,895,2.3603,139300.0,0,1,0,0,0
13389,13389,-117.58,34.1,4.0,6360,1584,3359,1396,3.5186,127800.0,0,1,0,0,0
13390,13390,-117.58,34.09,27.0,754,200,746,185,1.9531,100800.0,0,1,0,0,0
13391,13391,-117.59,34.09,16.0,2401,465,1757,500,3.9755,120400.0,0,1,0,0,0
13392,13392,-117.57,34.07,4.0,2152,580,1083,441,3.1458,118800.0,0,1,0,0,0
13393,13393,-117.59,34.03,16.0,3443,562,2130,564,5.0769,161400.0,0,1,0,0,0
13394,13394,-117.59,34.02,14.0,1463,261,881,245,4.7857,152500.0,0,1,0,0,0
13395,13395,-117.58,34.02,4.0,5998,1092,3182,1042,5.2692,174800.0,0,1,0,0,0
13396,13396,-117.57,34.02,5.0,6933,1311,3845,1285,4.6727,158900.0,0,1,0,0,0
13397,13397,-117.53,34.06,18.0,5605,1303,4028,1145,2.9386,116400.0,0,1,0,0,0
13398,13398,-117.53,34.1,5.0,2185,488,1379,458,3.7917,103000.0,0,1,0,0,0
13399,13399,-117.42,34.13,4.0,11587,1796,5804,1705,4.8283,141900.0,0,1,0,0,0
13400,13400,-117.43,34.12,7.0,5954,1071,3567,1070,3.2056,134100.0,0,1,0,0,0
13401,13401,-117.45,34.13,16.0,5058,965,3388,878,3.6417,119000.0,0,1,0,0,0
13402,13402,-117.46,34.14,10.0,714,131,381,119,0.8926,116100.0,0,1,0,0,0
13403,13403,-117.47,34.12,6.0,10565,1767,5690,1555,4.1797,141000.0,0,1,0,0,0
13404,13404,-117.46,34.1,35.0,908,226,667,203,2.5833,93500.0,0,1,0,0,0
13405,13405,-117.46,34.1,7.0,1759,473,1064,328,1.9583,108800.0,0,1,0,0,0
13406,13406,-117.46,34.09,8.0,4711,963,3310,988,3.5488,101600.0,0,1,0,0,0
13407,13407,-117.48,34.09,32.0,3170,630,2612,580,3.6394,99200.0,0,1,0,0,0
13408,13408,-117.48,34.09,32.0,1650,328,1124,290,3.1838,98600.0,0,1,0,0,0
13409,13409,-117.48,34.1,30.0,2287,531,1796,503,2.5833,90600.0,0,1,0,0,0
13410,13410,-117.46,34.08,18.0,3830,750,2767,702,3.6602,120700.0,0,1,0,0,0
13411,13411,-117.46,34.07,19.0,3155,572,2482,642,2.9973,113400.0,0,1,0,0,0
13412,13412,-117.48,34.08,28.0,1922,382,1565,340,3.915,117400.0,0,1,0,0,0
13413,13413,-117.48,34.08,17.0,1834,390,1253,357,3.1028,106400.0,0,1,0,0,0
13414,13414,-117.47,34.07,24.0,1017,227,568,187,1.5972,112500.0,0,1,0,0,0
13415,13415,-117.42,34.06,27.0,2532,495,1305,436,2.9107,143100.0,0,1,0,0,0
13416,13416,-117.46,34.06,24.0,2831,478,1582,435,4.3397,195600.0,0,1,0,0,0
13417,13417,-117.47,34.06,33.0,1379,273,884,229,2.7574,125000.0,0,1,0,0,0
13418,13418,-117.49,34.05,20.0,1483,249,660,194,3.9464,207700.0,0,1,0,0,0
13419,13419,-117.5,34.04,5.0,3958,665,2456,666,5.1647,154700.0,0,1,0,0,0
13420,13420,-117.5,34.04,4.0,3428,649,2158,632,5.0175,143400.0,0,1,0,0,0
13421,13421,-117.49,34.04,4.0,6034,1170,3527,1098,4.1775,143700.0,0,1,0,0,0
13422,13422,-117.46,34.04,3.0,12870,2315,5820,1759,4.2429,147300.0,0,1,0,0,0
13423,13423,-117.38,34.14,11.0,10804,1493,5221,1482,5.246,161400.0,0,1,0,0,0
13424,13424,-117.4,34.15,4.0,12156,1864,5020,1524,4.7909,149200.0,0,1,0,0,0
13425,13425,-117.4,34.18,16.0,1769,254,1778,251,5.3671,181800.0,0,1,0,0,0
13426,13426,-117.38,34.2,16.0,193,45,312,76,3.7578,137500.0,0,1,0,0,0
13427,13427,-117.45,34.11,7.0,6356,1244,4052,1164,2.9112,121700.0,0,1,0,0,0
13428,13428,-117.45,34.1,9.0,4288,1017,3156,900,2.7827,105800.0,0,1,0,0,0
13429,13429,-117.45,34.1,6.0,5571,1316,4048,1154,2.0308,91100.0,0,1,0,0,0
13430,13430,-117.42,34.11,25.0,4261,893,2319,702,3.3958,111900.0,0,1,0,0,0
13431,13431,-117.42,34.1,18.0,3977,809,2231,742,4.1399,115400.0,0,1,0,0,0
13432,13432,-117.43,34.1,34.0,1345,265,834,290,3.7011,99500.0,0,1,0,0,0
13433,13433,-117.43,34.11,17.0,4109,884,2544,780,2.7757,109800.0,0,1,0,0,0
13434,13434,-117.43,34.1,43.0,1898,418,971,366,2.4735,89900.0,0,1,0,0,0
13435,13435,-117.44,34.1,43.0,1614,400,926,349,2.075,95100.0,0,1,0,0,0
13436,13436,-117.44,34.09,24.0,3477,831,2541,753,2.3682,97400.0,0,1,0,0,0
13437,13437,-117.44,34.09,12.0,3598,828,2588,781,2.375,113800.0,0,1,0,0,0
13438,13438,-117.44,34.08,15.0,5024,992,3208,981,3.6025,116400.0,0,1,0,0,0
13439,13439,-117.42,34.09,28.0,3193,525,1750,523,4.1375,128300.0,0,1,0,0,0
13440,13440,-117.42,34.08,28.0,2300,419,1312,444,3.4844,127700.0,0,1,0,0,0
13441,13441,-117.43,34.08,31.0,3207,560,1582,538,4.263,127400.0,0,1,0,0,0
13442,13442,-117.43,34.09,18.0,3172,632,1621,573,2.7437,120200.0,0,1,0,0,0
13443,13443,-117.42,34.08,21.0,4460,930,2657,839,2.7569,127500.0,0,1,0,0,0
13444,13444,-117.43,34.08,13.0,4563,1187,2475,1019,2.1189,121700.0,0,1,0,0,0
13445,13445,-117.45,34.07,21.0,3465,639,2292,628,3.3553,113500.0,0,1,0,0,0
13446,13446,-117.43,34.07,18.0,2453,537,1503,500,2.3768,95300.0,0,1,0,0,0
